id,slug,parent_id,icon,order,sale_only,applicable_to
01K7CT8107EAQWZCSQKYGSBGCT,meat-poultry,01K7CT8100XBNR36NJ53KVQQR9,🥩,0,true,market
01K7CT8107WFND084PBTCN6N5X,beef,01K7CT8107EAQWZCSQKYGSBGCT,🥩,0,true,market
01K7CT8108JB2BXJXSPVS9CW5Z,pork,01K7CT8107EAQWZCSQKYGSBGCT,🥓,0,true,market
01K7CT8108Q1G2W8AP15SHR9NQ,chicken,01K7CT8107EAQWZCSQKYGSBGCT,🍗,0,true,market
01K7CT81093F71PSS0BZT8PGCB,sausages,01K7CT8107EAQWZCSQKYGSBGCT,🌭,0,true,market
01K7CT8109F18KKEFZ1TY6J59C,turkey,01K7CT8107EAQWZCSQKYGSBGCT,🍗,0,true,market
01K7CT810AZHQYVWD05TTEK861,fresh-fish,01K7CT810AZPPXQ4QMTX4N6HGC,🐠,0,true,market
01K7CT810AZPPXQ4QMTX4N6HGC,fish-seafood,01K7CT8100XBNR36NJ53KVQQR9,🐟,0,true,market
01K7CT810BJ8NFZS8JXTT213ZV,frozen-fish,01K7CT810AZPPXQ4QMTX4N6HGC,🐠,0,true,market
01K7CT810BQ8YNJTXN11YWQ0J9,caviar,01K7CT810AZPPXQ4QMTX4N6HGC,🍽️,0,true,market
01K7CT810BTM1V36TRCH3AN2C1,seafood,01K7CT810AZPPXQ4QMTX4N6HGC,🍽️,0,true,market
01K7CT810CE07QZNX2FSPRZN2Q,bakery,01K7CT8100XBNR36NJ53KVQQR9,🥖,0,true,market|directory
01K7CT810CQ8YS54M4XJNPP8BK,bread,01K7CT810CE07QZNX2FSPRZN2Q,🍞,0,true,market|directory
01K7CT810D2XBKJNEFSNRG27NT,cakes-pastries,01K7CT810CE07QZNX2FSPRZN2Q,🎂,0,true,market|directory
01K7CT810D3KPBNK13SRC0EKFA,rolls-baguettes,01K7CT810CE07QZNX2FSPRZN2Q,🥖,0,true,market|directory
01K7CT810EHN8FKWJ01TC2QGN4,groceries,01K7CT8100XBNR36NJ53KVQQR9,🛒,0,true,market
01K7CT810EQG16S4Y95FN5GSQW,cookies,01K7CT810CE07QZNX2FSPRZN2Q,🍪,0,true,market|directory
01K7CT810FHQJ7W8Y7SCKX9F3Y,cereals-pasta,01K7CT810EHN8FKWJ01TC2QGN4,🥣,0,true,market
01K7CT810FZ8Z4N8EFAWJ8K022,flour-sugar,01K7CT810EHN8FKWJ01TC2QGN4,🥖,0,true,market
01K7CT810G1MNSW8ZYHNQKEY4R,canned-goods,01K7CT810EHN8FKWJ01TC2QGN4,🥫,0,true,market
01K7CT810GRYH8C7SYA5K723NF,oils-sauces,01K7CT810EHN8FKWJ01TC2QGN4,🫒,0,true,market
01K7CT810H2A6GEYJMZZ2T4PFQ,spices,01K7CT810EHN8FKWJ01TC2QGN4,🌶️,0,true,market
01K7CT810H6YYBX1X6K69X1SP6,beverages,01K7CT8100XBNR36NJ53KVQQR9,🥤,0,true,market
01K7CT810K0X0XFNQMF518D302,water,01K7CT810H6YYBX1X6K69X1SP6,🥤,0,true,market
01K7CT810KKP0PSKZHPTRANQDC,juices,01K7CT810H6YYBX1X6K69X1SP6,🥤,0,true,market
01K7CT810MK7B0D22QW1J4XGK1,tea-coffee,01K7CT810H6YYBX1X6K69X1SP6,☕,0,true,market
01K7CT810MVK3FH0BTYM30H138,soft-drinks,01K7CT810H6YYBX1X6K69X1SP6,🥤,0,true,market
01K7CT810N0XSBB397XCC8RA2R,sweets,01K7CT8100XBNR36NJ53KVQQR9,🍬,0,true,market
01K7CT810N8PQ1EKTK4SYBS2JD,chocolate,01K7CT810N0XSBB397XCC8RA2R,🍫,0,true,market
01K7CT810PFWSNXTH2N7FXV1DJ,honey-jams,01K7CT810N0XSBB397XCC8RA2R,🍯,0,true,market
01K7CT810PYGVV6GPM92WFKXXP,candy,01K7CT810N0XSBB397XCC8RA2R,🍬,0,true,market
01K7CT810QEWCX3NAC2QYK4GDF,homemade,01K7CT8100XBNR36NJ53KVQQR9,🏡,0,true,market|directory
01K7CT810QZR9DHE86BS5P1JDM,preserves,01K7CT810QEWCX3NAC2QYK4GDF,🥫,0,true,market|directory
01K7CT810R36VAH4G0XNS5YPAK,jams,01K7CT810QEWCX3NAC2QYK4GDF,🍓,0,true,market|directory
01K7CT810RMCC51H5BFRS242P9,pickles,01K7CT810QEWCX3NAC2QYK4GDF,🥒,0,true,market|directory
01K7CT810SAF2HTE8A9DG95R5Q,dogs,01K7CT810SCC6QTA72KC7XDWCS,🐶,0,false,market
01K7CT810SCC6QTA72KC7XDWCS,pets,01K7M9YVK4G7MYJBP0G4QYQDQQ,🐕,9,false,market
01K7CT810T5NW29MT198EJX8DA,mating,01K7NQPG8FDBG3H2M87J4KHAPB,🐾,0,false,market|directory
01K7CT810TT8QD5KJR52J3GV2J,puppies,01K7CT810SAF2HTE8A9DG95R5Q,🐕,0,false,market
01K7CT810V7B6H9HGZS3CVE2RR,dog-accessories,01K7CT810SAF2HTE8A9DG95R5Q,🐕,0,false,market
01K7CT810VF50TZCP0NCVEEY1M,dog-food,01K7CT810SAF2HTE8A9DG95R5Q,🐕,0,false,market
01K7CT810W3WMC2FHRTV6PHR81,cats,01K7CT810SCC6QTA72KC7XDWCS,🐱,0,false,market
01K7CT810W996H4YFJHMDV218F,kittens,01K7CT810W3WMC2FHRTV6PHR81,🐈,0,false,market
01K7CT810XNMSPWC2HPMDMME6V,cat-food,01K7CT810W3WMC2FHRTV6PHR81,🐈,0,false,market
01K7CT810Y1H7DCZV1NFWC5HW2,birds,01K7CT810SCC6QTA72KC7XDWCS,🐦,0,false,market
01K7CT810Y7MCVT50TDE1KKCTY,cat-accessories,01K7CT810W3WMC2FHRTV6PHR81,🐈,0,false,market
01K7CT810Z5YHEB9FQD6YRT9W5,canaries,01K7CT810Y1H7DCZV1NFWC5HW2,🐦,0,false,market
01K7CT810ZAT9SXMYT911VWR7W,parrots,01K7CT810Y1H7DCZV1NFWC5HW2,🐦,0,false,market
01K7CT8110VYQ6P9P5JGQ6WTN5,aquarium,01K7CT810SCC6QTA72KC7XDWCS,🐠,0,false,market
01K7CT8110YBMR1ZV27YVFVQVN,bird-cages,01K7CT810Y1H7DCZV1NFWC5HW2,🦜,0,false,market
01K7CT81113VNAJWNQ7S7YP8A6,fish,01K7CT8110VYQ6P9P5JGQ6WTN5,🐠,0,false,market
01K7CT8111BZ8GKHYC6MX0YG00,aquariums,01K7CT8110VYQ6P9P5JGQ6WTN5,🐠,0,false,market
01K7CT81129N1KWXJA3WY0S0M8,aquarium-plants,01K7CT8110VYQ6P9P5JGQ6WTN5,🐠,0,false,market
01K7CT8112QDYZW7NYM1W6RZ0F,aquarium-equipment,01K7CT8110VYQ6P9P5JGQ6WTN5,🐠,0,false,market
01K7CT81135AXT4GPQCC4801ZD,hamsters,01K7CT8113A2GH3657KFR8TZH0,🐹,0,false,market
01K7CT8113A2GH3657KFR8TZH0,rodents,01K7CT810SCC6QTA72KC7XDWCS,🐹,0,false,market
01K7CT811483SY4AQS1WF715TW,rats,01K7CT8113A2GH3657KFR8TZH0,🐀,0,false,market
01K7CT8114X5BG0SP7YWRW6NRT,rabbits,01K7CT8113A2GH3657KFR8TZH0,🐰,0,false,market
01K7CT81152W03TKTHF17ZCNC4,other-pets,01K7CT810SCC6QTA72KC7XDWCS,🐰,0,false,market
01K7CT8115KHKSR30ACEAB1FQX,rodent-cages,01K7CT8113A2GH3657KFR8TZH0,🦜,0,false,market
01K7CT81163P93PEGN4KF9769D,farm-animals,01K7CT81152W03TKTHF17ZCNC4,🐄,0,false,market
01K7CT81167K9EMFD9XY0W88NF,reptiles,01K7CT81152W03TKTHF17ZCNC4,🦎,0,false,market
01K7CT8117WX52VP5G7SBZ9VD1,business,01K7M9YVK4G7MYJBP0G4QYQDQQ,💼,10,false,market
01K7CT8117ZPTGFZDXN4TPZTHV,beekeeping,01K7CT81152W03TKTHF17ZCNC4,🐝,0,false,market
01K7CT81183F293V54H83W9ABE,retail-equipment,01K7CT8117WX52VP5G7SBZ9VD1,🛒,0,false,market
01K7CT811853KWH6ZNJTA6SHZ5,showcases-counters,01K7CT81183F293V54H83W9ABE,🏢,0,false,market
01K7CT811967G4Z3TTVXJGESCW,scales,01K7CT81183F293V54H83W9ABE,⚖️,0,false,market
01K7CT8119Z1Z4VECE57XCG2XN,pos-systems,01K7CT81183F293V54H83W9ABE,🏢,0,false,market
01K7CT811A08084W232Q8J2PZ4,mannequins,01K7CT81183F293V54H83W9ABE,🏢,0,false,market
01K7CT811A57VB6ZETX1EMKJJJ,refrigeration,01K7CT81183F293V54H83W9ABE,🏢,0,false,market
01K7CT811B5VQMSSAZKPNE31GY,kitchen-equipment,01K7CT811BCDNKN72TFRE45ZH3,🍽️,0,false,market
01K7CT811BCDNKN72TFRE45ZH3,restaurant-equipment,01K7CT8117WX52VP5G7SBZ9VD1,🍽️,0,false,market
01K7CT811CG47VFWD7GNMDEZWP,industrial-equipment,01K7CT8117WX52VP5G7SBZ9VD1,🏭,0,false,market
01K7CT811CMJ26VBTZP83M98MA,professional-kitchenware,01K7CT811BCDNKN72TFRE45ZH3,👨‍🍳,0,false,market
01K7CT811CT4SRD3BBD5VJQM3C,horeca-furniture,01K7CT811BCDNKN72TFRE45ZH3,🍽️,0,false,market
01K7CT811D262XGWPEFCPD9GAC,professional-tools,01K7CT811CG47VFWD7GNMDEZWP,🔧,0,false,market
01K7CT811DQMA57GVE3E6EGYD2,machines,01K7CT811CG47VFWD7GNMDEZWP,🔧,0,false,market
01K7CT811ECB1HN7HV7VAZV42J,packaging-equipment,01K7CT811CG47VFWD7GNMDEZWP,📦,0,false,market
01K7CT811FH94JYG6C7A6Q4MK3,packaging,01K7CT80VN5V544H5D7BPB41ZF,📦,0,false,market
01K7CT811G80EXQHHC83W51N35,repair-construction-services,01K7M9YVK659P2ZGBPBTYCPZV7,🔨,10,false,market|directory
01K7CT811GDT2H06WZQY0QXXD7,stationery-wholesale,01K7CT80VN5V544H5D7BPB41ZF,✏️,0,false,market
01K7CT811GG9ERZDD4RZQK14JZ,disposable-tableware,01K7CT80VN5V544H5D7BPB41ZF,🪑,0,false,market
01K7CT811HM537RQAFJ1RPTFP3,cosmetic-repair,01K7CT811HV2PSMGVCXCP0AMN8,🏢,0,false,market|directory
01K7CT811HV2PSMGVCXCP0AMN8,home-renovation,01K7CT811G80EXQHHC83W51N35,🔨,0,false,market|directory
01K7CT811JRYNM3E8SVB5MFTFD,major-renovation,01K7CT811HV2PSMGVCXCP0AMN8,🏢,0,false,market|directory
01K7CT811JY8BD36377NSH7VNC,interior-design,01K7CT811HV2PSMGVCXCP0AMN8,🎨,0,false,market|directory
01K7CT811KDMWVBEGHT3P2F4FV,finishing-works,01K7CT811HV2PSMGVCXCP0AMN8,🏢,0,false,market|directory
01K7CT811MRW9YW03CTPAAERTT,house-construction,01K7CT811G80EXQHHC83W51N35,👷,0,false,market|directory
01K7CT811MRYMXCPY99ECY5SVW,roofing,01K7CT811G80EXQHHC83W51N35,🏠,0,false,market|directory
01K7CT811NKRG0DP0YB6D6VEH7,foundation,01K7CT811G80EXQHHC83W51N35,🏗️,0,false,market|directory
01K7CT811NQ4C1DSZXA07EKCMZ,facade,01K7CT811G80EXQHHC83W51N35,🏢,0,false,market|directory
01K7CT811P8NMS9P6BAY2N23RH,electrical-works,01K7CT811PYJJNJP9C62JJM41H,⚡,0,false,market|directory
01K7CT811PYJJNJP9C62JJM41H,specialized-works,01K7CT811G80EXQHHC83W51N35,🏗️,0,false,market|directory
01K7CT811QHJQQGEKKC6NH2A0R,windows-doors-installation,01K7CT811PYJJNJP9C62JJM41H,🚪,0,false,market|directory
01K7CT811QMD24QAXRR6G7MMHK,plumbing-works,01K7CT811PYJJNJP9C62JJM41H,🚰,0,false,market|directory
01K7CT811R9J1T1DP8CYEN9VVZ,stretch-ceilings,01K7CT811PYJJNJP9C62JJM41H,🏠,0,false,market|directory
01K7CT811RZRR338M7Q5TWKMQS,tiling,01K7CT811PYJJNJP9C62JJM41H,🧱,0,false,market|directory
01K7CT811S0PPTRQ6NGNXSGGT4,flooring-installation,01K7CT811PYJJNJP9C62JJM41H,🔧,0,false,market|directory
01K7CT811SSNSD5MW157QSQN76,wallpapering,01K7CT811PYJJNJP9C62JJM41H,🎨,0,false,market|directory
01K7CT811T0AZDJX669R8E14P4,painting,01K7CT812GTJPZAHCA7050W60B,🎨,0,false,market|directory
01K7CT811TAFQR0HNR602ATC83,transport-services,01K7M9YVK659P2ZGBPBTYCPZV7,🚚,11,false,market|directory
01K7CT811V3MR3KBY4W84HHCTF,intercity-freight,01K7CT811V48EF16R0HXP3HGZE,📦,0,false,market|directory
01K7CT811V48EF16R0HXP3HGZE,freight,01K7CT811TAFQR0HNR602ATC83,🚛,0,false,market|directory
01K7CT811VS9CJ4F8YK3WPTTSQ,city-freight,01K7CT811V48EF16R0HXP3HGZE,🚕,0,false,market|directory
01K7CT811W5MCW0RHFAGW83CYH,international-freight,01K7CT811V48EF16R0HXP3HGZE,🌍,0,false,market|directory
01K7CT811WQJVH4G7QKBRQAMHR,movers,01K7CT811V48EF16R0HXP3HGZE,🚗,0,false,market|directory
01K7CT811X68YTEY7Y9D896HPB,passenger-transport,01K7CT811TAFQR0HNR602ATC83,🚌,0,false,market|directory
01K7CT811XMZY6GA6KCY192WCC,moving,01K7CT811V48EF16R0HXP3HGZE,📦,0,false,market|directory
01K7CT811YG5E56H5GS410Q3KP,taxi,01K7CT811X68YTEY7Y9D896HPB,🚕,0,false,market|directory
01K7CT811YT5E38XGZ0E2F3TBC,transfers,01K7CT811X68YTEY7Y9D896HPB,🚚,0,false,market|directory
01K7CT811ZEYY0GTJ8S4T0FYZE,car-with-driver,01K7CT811X68YTEY7Y9D896HPB,🚗,0,false,market|directory
01K7CT811ZP2F3771E3R633PFS,bus-rental,01K7CT811X68YTEY7Y9D896HPB,🚌,0,false,market|directory
01K7CT81208J2B974V234TVP0W,delivery,01K7CT811TAFQR0HNR602ATC83,📦,0,false,market|directory
01K7CT8120AYXWDTS7QWXCSXR2,courier,01K7CT81208J2B974V234TVP0W,🚚,0,false,market|directory
01K7CT81214JSCB82J9MCVJJBX,food-delivery,01K7CT81208J2B974V234TVP0W,🍽️,0,false,market|directory
01K7CT8121RQ2BD9ER4F3JVY64,grocery-delivery,01K7CT81208J2B974V234TVP0W,🛒,0,false,market|directory
01K7CT81234XNAAGYA2AW7KMH4,repair-services,01K7M9YVK659P2ZGBPBTYCPZV7,🔧,1,false,market|directory
01K7CT81240AXZ8JW1B3MSXB3W,pc-repair,01K7CT8124MAF2EYWC489NS72H,🔧,0,false,market|directory
01K7CT8124MAF2EYWC489NS72H,computer-repair,01K7CT81234XNAAGYA2AW7KMH4,💻,0,false,market|directory
01K7CT81252389K7GDB4T6P22N,laptop-repair,01K7CT8124MAF2EYWC489NS72H,💻,0,false,market|directory
01K7CT81260Z5A7Q4R3M2MCEDG,software-installation,01K7CT8124MAF2EYWC489NS72H,🔧,0,false,market|directory
01K7CT8127F2T10Q19D4QEG4HJ,network-setup,01K7CT8124MAF2EYWC489NS72H,🌐,0,false,market|directory
01K7CT8127NQVJF179RDQ1W3F7,virus-removal,01K7CT8124MAF2EYWC489NS72H,🦠,0,false,market|directory
01K7CT8128BM3SA5XWF8E7BSWZ,phone-repair,01K7CT81234XNAAGYA2AW7KMH4,📱,0,false,market|directory
01K7CT8128S9MQB6EHKP27DCAN,screen-replacement,01K7CT8128BM3SA5XWF8E7BSWZ,📱,0,false,market|directory
01K7CT8129QF84BSCTXPRG0D71,water-damage-repair,01K7CT8128BM3SA5XWF8E7BSWZ,💧,0,false,market|directory
01K7CT8129RZV2AQJ4Q9149E1G,battery-replacement,01K7CT8128BM3SA5XWF8E7BSWZ,🔋,0,false,market|directory
01K7CT812A4BD58HR4X2WGFPFG,appliance-repair,01K7CT81234XNAAGYA2AW7KMH4,🔧,0,false,market|directory
01K7CT812A84NJ0AZ50J51WS16,unlocking,01K7CT8128BM3SA5XWF8E7BSWZ,🔓,0,false,market|directory
01K7CT812B8HT1KMJFH3XXDG8M,refrigerator-repair,01K7CT812A4BD58HR4X2WGFPFG,❄️,0,false,market|directory
01K7CT812BZ6TQWG5E7EV4YC41,washing-machine-repair,01K7CT812A4BD58HR4X2WGFPFG,👕,0,false,market|directory
01K7CT812C3RCCDQDXPHBC4ZH8,microwave-repair,01K7CT812A4BD58HR4X2WGFPFG,📺,0,false,market|directory
01K7CT812CBEQRE41FQ0ZE4BFA,dishwasher-repair,01K7CT812A4BD58HR4X2WGFPFG,👕,0,false,market|directory
01K7CT812D7X5QMXDRC3PBKW81,ac-repair,01K7CT812A4BD58HR4X2WGFPFG,❄️,0,false,market|directory
01K7CT812DJMBTF0GNXH44R6MR,vacuum-repair,01K7CT812A4BD58HR4X2WGFPFG,🧹,0,false,market|directory
01K7CT812E34P695YF2VVT5HZN,tv-repair,01K7CT812EYHFS9B2KRGH34AVF,🔧,0,false,market|directory
01K7CT812EYHFS9B2KRGH34AVF,av-repair,01K7CT81234XNAAGYA2AW7KMH4,📺,0,false,market|directory
01K7CT812FARMKK94EYM00WW5Q,audio-repair,01K7CT812EYHFS9B2KRGH34AVF,🔧,0,false,market|directory
01K7CT812FMH353RYM1DB1E0JP,console-repair,01K7CT812EYHFS9B2KRGH34AVF,🎮,0,false,market|directory
01K7CT812GAFK392M5S70KJFRD,engine-repair,01K7CT812GTJPZAHCA7050W60B,⚙️,0,false,market|directory
01K7CT812GTJPZAHCA7050W60B,auto-services,01K7M9YVK659P2ZGBPBTYCPZV7,🔧,2,false,market|directory
01K7CT812GVM6Z0CF1N06K5SYC,suspension-repair,01K7CT812GTJPZAHCA7050W60B,⚙️,0,false,market|directory
01K7CT812HSJV8WM3PEMRTTCER,body-repair,01K7CT812GTJPZAHCA7050W60B,🚗,0,false,market|directory
01K7CT812JPXJG7JS3NH3EN098,maintenance,01K7CT812GTJPZAHCA7050W60B,🛠️,0,false,market|directory
01K7CT812JXK8F4QPX4AW0JGHB,tire-service,01K7CT812GTJPZAHCA7050W60B,⭕,0,false,market|directory
01K7CT812K3GWPPWJH2JX4YGZF,car-wash,01K7CT812KB74WA7SKZ79N1DRJ,🚗,0,false,market|directory
01K7CT812KB74WA7SKZ79N1DRJ,car-wash-detailing,01K7CT812GTJPZAHCA7050W60B,💧,0,false,market|directory
01K7CT812M0QVA9JCCHVTBHYJT,detailing,01K7CT812KB74WA7SKZ79N1DRJ,🚗,0,false,market|directory
01K7CT812MKQHXYZASYZ8XMX0S,polishing,01K7CT812KB74WA7SKZ79N1DRJ,💧,0,false,market|directory
01K7CT812N5YQ6X2CJKFAHDJJ1,equipment-installation,01K7CT812GTJPZAHCA7050W60B,🔧,0,false,market|directory
01K7CT812NGP4QHNBKZJ848CYJ,interior-cleaning,01K7CT812KB74WA7SKZ79N1DRJ,🧼,0,false,market|directory
01K7CT812P2Q5B37NZFFZP7H5W,alarm-installation,01K7CT812N5YQ6X2CJKFAHDJJ1,🚨,0,false,market|directory
01K7CT812PDKAK364BHDWWB1GH,audio-installation,01K7CT812N5YQ6X2CJKFAHDJJ1,🔊,0,false,market|directory
01K7CT812Q9GHS966J9RTQB7NX,beauty-health-services,01K7M9YVK659P2ZGBPBTYCPZV7,💇,3,false,market|directory
01K7CT812QBH6G95AGPWWNPH56,window-tinting,01K7CT812N5YQ6X2CJKFAHDJJ1,🪟,0,false,market|directory
01K7CT812R4W4N03ZYXY1P73N1,hair-services,01K7CT812Q9GHS966J9RTQB7NX,💇,0,false,market|directory
01K7CT812RH8BNE0T0EBJNHSP0,haircuts,01K7CT812R4W4N03ZYXY1P73N1,💇,0,false,market|directory
01K7CT812SWVWAANJAS0J8CHN4,hair-coloring,01K7CT812R4W4N03ZYXY1P73N1,🎨,0,false,market|directory
01K7CT812TDR82NDDS2DGYMT3R,hair-treatments,01K7CT812R4W4N03ZYXY1P73N1,🧴,0,false,market|directory
01K7CT812TJ8JXAV24YKG4JD0M,cosmetology,01K7CT812Q9GHS966J9RTQB7NX,💆,0,false,market|directory
01K7CT812V8J10X0JSDGNRF7X1,facial-treatments,01K7CT812TJ8JXAV24YKG4JD0M,💆,0,false,market|directory
01K7CT812VWM6KEMQ47Z6E5D3Z,face-massage,01K7CT812TJ8JXAV24YKG4JD0M,💆,0,false,market|directory
01K7CT812WCP7Y6NHBX14ATJR0,injections,01K7CT812TJ8JXAV24YKG4JD0M,💉,0,false,market|directory
01K7CT812WF54CG3ZPYEEE2KC0,facial-cleansing,01K7CT812TJ8JXAV24YKG4JD0M,💉,0,false,market|directory
01K7CT812XNR5HYB5ATN4C7HFV,manicure,01K7CT812XSDJG2MNRKAPES9JB,💅,0,false,market|directory
01K7CT812XSDJG2MNRKAPES9JB,nails,01K7CT812Q9GHS966J9RTQB7NX,💅,0,false,market|directory
01K7CT812Y2TCCTKMP7F6E4QBJ,nail-extensions,01K7CT812XSDJG2MNRKAPES9JB,💅,0,false,market|directory
01K7CT812YTXX5EJR5FXBAD305,pedicure,01K7CT812XSDJG2MNRKAPES9JB,💅,0,false,market|directory
01K7CT812Z4HR8X3EXK15CKC21,nail-art,01K7CT812XSDJG2MNRKAPES9JB,💅,0,false,market|directory
01K7CT812ZD48WNJ2NYS9AD0D4,makeup-styling,01K7CT812Q9GHS966J9RTQB7NX,💄,0,false,market|directory
01K7CT813028WEDZJ5MWGPM9TF,bridal-makeup,01K7CT812ZD48WNJ2NYS9AD0D4,💄,0,false,market|directory
01K7CT81319EKHHKMFJ38FKG31,style-consulting,01K7CT812ZD48WNJ2NYS9AD0D4,🎨,0,false,market|directory
01K7CT8132B8DZKAQX8D2MMVKB,classic-massage,01K7CT8132KMJ1FF6CZA7CR4RK,💆,0,false,market|directory
01K7CT8132KMJ1FF6CZA7CR4RK,massage,01K7CT812Q9GHS966J9RTQB7NX,💆,0,false,market|directory
01K7CT81335X6MMX6PNN2SBGEQ,sports-massage,01K7CT8132KMJ1FF6CZA7CR4RK,💆,0,false,market|directory
01K7CT8133CDDPCTR2WJTANGKN,therapeutic-massage,01K7CT8132KMJ1FF6CZA7CR4RK,💆,0,false,market|directory
01K7CT8134JRRER7527A1ARXSR,medical,01K7CT812Q9GHS966J9RTQB7NX,🏥,0,false,market|directory
01K7CT8134W1CPYCNAPXF4AB9X,relaxation-massage,01K7CT8132KMJ1FF6CZA7CR4RK,💆,0,false,market|directory
01K7CT8135CAGVZ83C9ZWNXA79,dentistry,01K7CT8134JRRER7527A1ARXSR,⚕️,0,false,market|directory
01K7CT8135SZXA3XJYZ4J0DK3C,ophthalmology,01K7CT8134JRRER7527A1ARXSR,⚕️,0,false,market|directory
01K7CT8136B47R7KX7H5TCME95,therapy,01K7CT8134JRRER7527A1ARXSR,⚕️,0,false,market|directory
01K7CT8136RSNZ9N8HF9DXM9Q0,pediatrics,01K7CT8134JRRER7527A1ARXSR,⚕️,0,false,market|directory
01K7CT8137M4HSGQGK8S7YWK5B,fitness,01K7CT812Q9GHS966J9RTQB7NX,🏋️,0,false,market|directory
01K7CT8137WVAMPX726H0XBJSY,lab-tests,01K7CT8134JRRER7527A1ARXSR,⚕️,0,false,market|directory
01K7CT8138DSA50Z212AMAPT0Y,group-classes,01K7CT8137M4HSGQGK8S7YWK5B,🏋️,0,false,market|directory
01K7CT8138N8C8WMSG1Y159K0T,personal-training,01K7CT8137M4HSGQGK8S7YWK5B,🏃,0,false,market|directory
01K7CT813970JNTQCVMYGN7QST,yoga-pilates,01K7CT8137M4HSGQGK8S7YWK5B,🏋️,0,false,market|directory
01K7CT8139SX57CQHZKM0MWW96,swimming,01K7CT8137M4HSGQGK8S7YWK5B,🏋️,0,false,market|directory
01K7CT813ADJV8V0DGQ3026B86,it-services,01K7M9YVK659P2ZGBPBTYCPZV7,💻,4,false,market|directory
01K7CT813AR6CRV06J0MPDFGR5,web-development,01K7CT813ADJV8V0DGQ3026B86,💻,0,false,market|directory
01K7CT813B53J25DTDZ1P3AJYG,landing-pages,01K7CT813AR6CRV06J0MPDFGR5,🌍,0,false,market|directory
01K7CT813BGW3J04A6109KY5Q5,corporate-websites,01K7CT813AR6CRV06J0MPDFGR5,🌐,0,false,market|directory
01K7CT813BXVNSD9AG19TFGZ70,ecommerce,01K7CT813AR6CRV06J0MPDFGR5,🛒,0,false,market|directory
01K7CT813CA37HZ5WWMSH9NDJJ,mobile-development,01K7CT813ADJV8V0DGQ3026B86,📱,0,false,market|directory
01K7CT813CA5WBQDQJ9NN19VFG,web-apps,01K7CT813AR6CRV06J0MPDFGR5,📱,0,false,market|directory
01K7CT813D92YQCZDPBM19GZJM,android-apps,01K7CT813CA37HZ5WWMSH9NDJJ,🤖,0,false,market|directory
01K7CT813DSDT79PGAY9TDFD5R,ios-apps,01K7CT813CA37HZ5WWMSH9NDJJ,🍎,0,false,market|directory
01K7CT813E7G29XRB4BEXGC3A4,design,01K7CT813ADJV8V0DGQ3026B86,🎨,0,false,market|directory
01K7CT813ECXABV78NVG95DKV4,cross-platform-apps,01K7CT813CA37HZ5WWMSH9NDJJ,📱,0,false,market|directory
01K7CT813FNERXC3WZ4RV2C9Y3,ui-ux-design,01K7CT813E7G29XRB4BEXGC3A4,🎨,0,false,market|directory
01K7CT813FYQK2CR4J5WPTQWB3,graphic-design,01K7CT813E7G29XRB4BEXGC3A4,🎨,0,false,market|directory
01K7CT813G8AHWQTJ54JNC7TTZ,3d-modeling,01K7CT813E7G29XRB4BEXGC3A4,🎨,0,false,market|directory
01K7CT813GGZ7B0RV78H2NGRE2,branding,01K7CT813E7G29XRB4BEXGC3A4,🎨,0,false,market|directory
01K7CT813H26HEQ9PPNXBVSSBN,administration,01K7CT813ADJV8V0DGQ3026B86,💻,0,false,market|directory
01K7CT813HQ9ZXW6TDF3TN6M30,server-setup,01K7CT813H26HEQ9PPNXBVSSBN,🖥️,0,false,market|directory
01K7CT813J9R4PBSZYEASQ3HR7,server-maintenance,01K7CT813H26HEQ9PPNXBVSSBN,🖥️,0,false,market|directory
01K7CT813JCHTPT4XXBMWZ2AX0,network-administration,01K7CT813H26HEQ9PPNXBVSSBN,🌐,0,false,market|directory
01K7CT813K022GZR6CC1YQAKQE,security,01K7CT813ADJV8V0DGQ3026B86,🔒,0,false,market|directory
01K7CT813KPN8JCZ741J1ZAHJ9,system-administration,01K7CT813H26HEQ9PPNXBVSSBN,⚙️,0,false,market|directory
01K7CT813MK6QM4CVKNPAM2DH2,ddos-protection,01K7CT813K022GZR6CC1YQAKQE,🔒,0,false,market|directory
01K7CT813MZAE8WEEKPK1QABBZ,security-audit,01K7CT813K022GZR6CC1YQAKQE,🔒,0,false,market|directory
01K7CT813NCATC4YSRQST6A3MZ,seo-marketing,01K7CT813ADJV8V0DGQ3026B86,📈,0,false,market|directory
01K7CT813NS30WD9FB396RGQ4F,backup,01K7CT813K022GZR6CC1YQAKQE,🔒,0,false,market|directory
01K7CT813P9XWCTBYC3NH9SKNM,seo,01K7CT813NCATC4YSRQST6A3MZ,📣,0,false,market|directory
01K7CT813PBQFWY11X5494SNQC,ppc,01K7CT813NCATC4YSRQST6A3MZ,📢,0,false,market|directory
01K7CT813QGJX9H15PN599N3TK,email-marketing,01K7CT813NCATC4YSRQST6A3MZ,📣,0,false,market|directory
01K7CT813QTG6JBG1GX84WRY9N,smm,01K7CT813NCATC4YSRQST6A3MZ,📣,0,false,market|directory
01K7CT813R0EGDWYYPKXMDJF0G,analytics,01K7CT813ADJV8V0DGQ3026B86,📊,0,false,market|directory
01K7CT813RZ2W91KAKWR3BZ7QC,web-analytics,01K7CT813R0EGDWYYPKXMDJF0G,📊,0,false,market|directory
